,ListID,TimeCreated,TimeModified,EditSequence,Name,FullName,IsActive,Sublevel,AccountType,AccountNumber,Desc,Balance,TotalBalance,CashFlowClassification,ParentRef,SpecialAccountType,BankNumber
28,800002E8-1519063247,2018-02-19T23:30:47+05:30,2020-12-16T04:32:58+05:30,1519145179,Controller,Overhead Expenses:Administration:Administrative Compensation:Salaries:Controller,true,4,Expense,6123.0,Controller function hours,141250.0,141250.0,None,"{'ListID': '800002B1-1483043101', 'FullName': 'Overhead Expenses:Administration:Administrative Compensation:Salaries'}",,
29,800002B2-1483043826,2016-12-30T02:07:06+05:30,2016-12-30T02:07:06+05:30,1483043826,Bonuses,Overhead Expenses:Administration:Administrative Compensation:Bonuses,true,3,Expense,6125.0,Bonuses,0.0,69312.5,None,"{'ListID': '800002B0-1483042876', 'FullName': 'Overhead Expenses:Administration:Administrative Compensation'}",,
30,800002B3-1483043884,2016-12-30T02:08:04+05:30,2020-12-08T04:22:24+05:30,1483043884,Employee,Overhead Expenses:Administration:Administrative Compensation:Bonuses:Employee,true,4,Expense,6130.0,Employee Bonus,69312.5,69312.5,None,"{'ListID': '800002B2-1483043826', 'FullName': 'Overhead Expenses:Administration:Administrative Compensation:Bonuses'}",,
31,8000026E-1424027225,2015-02-16T00:37:05+05:30,2018-02-20T22:18:05+05:30,1519145285,CEO Bonus,Overhead Expenses:Administration:Administrative Compensation:Bonuses:CEO Bonus,true,4,Expense,6135.0,John Hoff Bonus,0.0,0.0,None,"{'ListID': '800002B2-1483043826', 'FullName': 'Overhead Expenses:Administration:Administrative Compensation:Bonuses'}",,
32,800002B4-1483044274,2016-12-30T02:14:34+05:30,2020-02-26T08:41:24+05:30,1483044274,Administration Benefits Expense,Overhead Expenses:Administration:Administrative Compensation:Administration Benefits Expense,true,3,Expense,6155.0,Administration Benefits Expense,-868.7,314389.47,None,"{'ListID': '800002B0-1483042876', 'FullName': 'Overhead Expenses:Administration:Administrative Compensation'}",,
33,800002B5-1483044548,2016-12-30T02:19:08+05:30,2020-12-11T14:03:28+05:30,1483044548,Employee Medical Benefits,Overhead Expenses:Administration:Administrative Compensation:Administration Benefits Expense:Employee Medical Benefits,true,4,Expense,6165.0,Employee Medical Benefits,-1704.44,-1704.44,None,"{'ListID': '800002B4-1483044274', 'FullName': 'Overhead Expenses:Administration:Administrative Compensation:Administration Benefits Expense'}",,
34,18D0000-1178907731,2007-05-11T23:52:11+05:30,2020-12-07T09:24:44+05:30,1519145319,CEO Medical Benefits,Overhead Expenses:Administration:Administrative Compensation:Administration Benefits Expense:CEO Medical Benefits,true,4,Expense,6170.0,John Hoff Medical Benefits,183351.56,183351.56,None,"{'ListID': '800002B4-1483044274', 'FullName': 'Overhead Expenses:Administration:Administrative Compensation:Administration Benefits Expense'}",,
35,1170000-1098884511,2004-10-27T19:11:51+05:30,2020-12-08T04:22:24+05:30,1483044851,Employee Retirement Plan Matchi,Overhead Expenses:Administration:Administrative Compensation:Administration Benefits Expense:Employee Retirement Plan Matchi,true,4,Expense,6180.0,Employee Retirement Plan Matching,62942.99,62942.99,None,"{'ListID': '800002B4-1483044274', 'FullName': 'Overhead Expenses:Administration:Administrative Compensation:Administration Benefits Expense'}",,
36,8000026D-1424027178,2015-02-16T00:36:18+05:30,2020-12-08T04:22:24+05:30,1519145342,CEO Retirement Plan Match,Overhead Expenses:Administration:Administrative Compensation:Administration Benefits Expense:CEO Retirement Plan Match,true,4,Expense,6185.0,John Hoff Retirement Plan Match,70668.06,70668.06,None,"{'ListID': '800002B4-1483044274', 'FullName': 'Overhead Expenses:Administration:Administrative Compensation:Administration Benefits Expense'}",,
37,800002B6-1483046248,2016-12-30T02:47:28+05:30,2016-12-30T02:47:28+05:30,1483046248,Compensation-Based Taxes & Insu,Overhead Expenses:Administration:Administrative Compensation:Compensation-Based Taxes & Insu,true,3,Expense,6200.0,Compensation-Based Taxes & Insurance,0.0,56500.18,None,"{'ListID': '800002B0-1483042876', 'FullName': 'Overhead Expenses:Administration:Administrative Compensation'}",,
38,1150000-1098884429,2004-10-27T19:10:29+05:30,2020-12-16T05:37:30+05:30,1483046417,Payroll Taxes,Overhead Expenses:Administration:Administrative Compensation:Compensation-Based Taxes & Insu:Payroll Taxes,true,4,Expense,6210.0,Payroll Taxes,49567.64,49567.64,None,"{'ListID': '800002B6-1483046248', 'FullName': 'Overhead Expenses:Administration:Administrative Compensation:Compensation-Based Taxes & Insu'}",,
39,18F0000-1178907791,2007-05-11T23:53:11+05:30,2020-03-22T06:33:25+05:30,1483046850,Workman's Comp Insurance,Overhead Expenses:Administration:Administrative Compensation:Compensation-Based Taxes & Insu:Workman's Comp Insurance,true,4,Expense,6250.0,Workman's Comp Insurance,6932.54,6932.54,None,"{'ListID': '800002B6-1483046248', 'FullName': 'Overhead Expenses:Administration:Administrative Compensation:Compensation-Based Taxes & Insu'}",,
40,80000280-1429114096,2015-04-15T21:38:16+05:30,2020-05-17T21:35:52+05:30,1483047025,Allocation to Cost of Sales,Overhead Expenses:Administration:Allocation to Cost of Sales,true,2,Expense,6300.0,Allocation to Cost of Sales,-418435.02,-418435.02,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
41,1C30000-1207704875,2008-04-09T07:04:35+05:30,2020-12-08T04:22:24+05:30,1483047172,Allocation to Other Companies-S,Overhead Expenses:Administration:Allocation to Other Companies-S,true,2,Expense,6350.0,Allocation to Other Companies-Shared Services,-300514.5,-300514.5,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
42,800002B7-1483047328,2016-12-30T03:05:28+05:30,2020-09-19T01:23:43+05:30,1483047328,Admin Travel,Overhead Expenses:Administration:Admin Travel,true,2,Expense,6400.0,Admin Travel,1845.95,1845.95,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
43,800002B8-1483047393,2016-12-30T03:06:33+05:30,2020-10-10T00:38:03+05:30,1520277144,Admin Meals,Overhead Expenses:Administration:Admin Meals,true,2,Expense,6401.0,Meals,3039.47,3039.47,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
44,1050000-1092148117,2004-08-10T19:58:37+05:30,2020-11-12T06:16:49+05:30,1483047504,Admin Meeting Expenses,Overhead Expenses:Administration:Admin Meeting Expenses,true,2,Expense,6402.0,Admin Meeting Expenses,113440.14,113440.14,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
45,80000269-1418662236,2014-12-15T22:20:36+05:30,2020-07-14T00:44:09+05:30,1483047709,Admin Technology,Overhead Expenses:Administration:Admin Technology,true,2,Expense,6403.0,Admin Technology,65105.59,65105.59,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
46,800002D7-1483068994,2016-12-30T09:06:34+05:30,2020-09-16T00:17:33+05:30,1483068994,Admin Gifts,Overhead Expenses:Administration:Admin Gifts,true,2,Expense,6404.0,Admin Gifts,1169.04,1169.04,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
47,800002D8-1483069020,2016-12-30T09:07:00+05:30,2020-08-19T02:55:20+05:30,1483069020,Admin Other,Overhead Expenses:Administration:Admin Other,true,2,Expense,6405.0,Admin Other,36782.29,36782.29,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
48,8000030C-1597132052,2020-08-11T13:17:32+05:30,2020-12-11T03:38:48+05:30,1597132052,Unallocated Credit Card Exp,Overhead Expenses:Administration:Unallocated Credit Card Exp,true,2,Expense,6406.0,To recognize expense in period incurred for Credit Card exp which may be reimbursed far in the future,8302.45,8302.45,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
49,800001D7-1222110068,2008-09-23T00:31:08+05:30,2020-12-08T04:22:24+05:30,1483047832,Annual Meeting Expenses,Overhead Expenses:Administration:Annual Meeting Expenses,true,2,Expense,6450.0,Annual Meeting Expenses,226119.65,226119.65,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
50,800002B9-1483048054,2016-12-30T03:17:34+05:30,2020-11-14T02:10:05+05:30,1483048054,Insurance,Overhead Expenses:Administration:Insurance,true,2,Expense,6500.0,Insurance,0.0,312076.56,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
51,90000-1020931376,2002-05-09T13:32:56+05:30,2020-12-17T00:30:37+05:30,1483048120,General Liability Insurance,Overhead Expenses:Administration:Insurance:General Liability Insurance,true,3,Expense,6500.01,General Liability Insurance,41080.45,41080.45,None,"{'ListID': '800002B9-1483048054', 'FullName': 'Overhead Expenses:Administration:Insurance'}",,
52,DB0000-1073484325,2004-01-07T19:35:25+05:30,2020-12-17T00:26:10+05:30,1483048191,Errors & Omissions Insurance,Overhead Expenses:Administration:Insurance:Errors & Omissions Insurance,true,3,Expense,6500.02,Errors & Omissions Insurance,264799.59,264799.59,None,"{'ListID': '800002B9-1483048054', 'FullName': 'Overhead Expenses:Administration:Insurance'}",,
53,1650000-1144107216,2006-04-04T05:03:36+05:30,2016-12-30T03:21:06+05:30,1483048266,Retirement Plan Fidelity Bond,Overhead Expenses:Administration:Insurance:Retirement Plan Fidelity Bond,true,3,Expense,6500.03,Retirement Plan Fidelity Bond,6196.52,6196.52,None,"{'ListID': '800002B9-1483048054', 'FullName': 'Overhead Expenses:Administration:Insurance'}",,
54,800002BA-1483048334,2016-12-30T03:22:14+05:30,2018-04-05T20:14:01+05:30,1483048334,Professional Fees,Overhead Expenses:Administration:Professional Fees,true,2,Expense,6550.0,Professional Fees,0.0,1196498.96,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
55,E0000-1020931376,2002-05-09T13:32:56+05:30,2020-12-05T01:44:09+05:30,1483048404,Bookeeping and Accounting,Overhead Expenses:Administration:Professional Fees:Bookeeping and Accounting,true,3,Expense,6550.01,Bookeeping and Accounting,524893.1,524893.1,None,"{'ListID': '800002BA-1483048334', 'FullName': 'Overhead Expenses:Administration:Professional Fees'}",,
56,2A0000-1020931376,2002-05-09T13:32:56+05:30,2020-11-10T06:59:30+05:30,1483048473,Legal Fees,Overhead Expenses:Administration:Professional Fees:Legal Fees,true,3,Expense,6550.02,Legal Fees,95944.95,95944.95,None,"{'ListID': '800002BA-1483048334', 'FullName': 'Overhead Expenses:Administration:Professional Fees'}",,
57,1390000-1118756360,2005-06-14T19:09:20+05:30,2019-09-07T23:03:50+05:30,1483048632,Outside Consulting,Overhead Expenses:Administration:Professional Fees:Outside Consulting,true,3,Expense,6550.03,Outside Consulting,557957.99,557957.99,None,"{'ListID': '800002BA-1483048334', 'FullName': 'Overhead Expenses:Administration:Professional Fees'}",,
58,1920000-1179784681,2007-05-22T03:28:01+05:30,2020-03-11T22:58:18+05:30,1483048763,Benefit Plan Administration,Overhead Expenses:Administration:Professional Fees:Benefit Plan Administration,true,3,Expense,6550.04,Benefit Plan Administration,17702.92,17702.92,None,"{'ListID': '800002BA-1483048334', 'FullName': 'Overhead Expenses:Administration:Professional Fees'}",,
59,800002BB-1483048831,2016-12-30T03:30:31+05:30,2016-12-30T03:30:31+05:30,1483048831,Backoffice Technology,Overhead Expenses:Administration:Backoffice Technology,true,2,Expense,6600.0,Backoffice Technology,0.0,470835.61,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
60,14D0000-1133116000,2005-11-27T23:56:40+05:30,2020-12-08T04:22:24+05:30,1483048940,Professional Services Automatio,Overhead Expenses:Administration:Backoffice Technology:Professional Services Automatio,true,3,Expense,6600.01,Professional Services Automation,262818.35,262818.35,None,"{'ListID': '800002BB-1483048831', 'FullName': 'Overhead Expenses:Administration:Backoffice Technology'}",,
61,F90000-1083589880,2004-05-03T18:41:20+05:30,2020-12-08T04:22:24+05:30,1483049013,Sales Automation,Overhead Expenses:Administration:Backoffice Technology:Sales Automation,true,3,Expense,6600.02,Sales Automation,15400.25,15400.25,None,"{'ListID': '800002BB-1483048831', 'FullName': 'Overhead Expenses:Administration:Backoffice Technology'}",,
62,14C0000-1133115970,2005-11-27T23:56:10+05:30,2020-12-05T01:43:00+05:30,1483049101,Financial Software & Hosting,Overhead Expenses:Administration:Backoffice Technology:Financial Software & Hosting,true,3,Expense,6600.03,Financial Software & Hosting,32487.95,32487.95,None,"{'ListID': '800002BB-1483048831', 'FullName': 'Overhead Expenses:Administration:Backoffice Technology'}",,
63,6E0000-1033998525,2002-10-07T19:18:45+05:30,2020-12-11T14:03:28+05:30,1483049171,Payroll Processing,Overhead Expenses:Administration:Backoffice Technology:Payroll Processing,true,3,Expense,6600.04,Payroll Processing,131482.4,131482.4,None,"{'ListID': '800002BB-1483048831', 'FullName': 'Overhead Expenses:Administration:Backoffice Technology'}",,
64,800002BC-1483049255,2016-12-30T03:37:35+05:30,2016-12-30T03:37:35+05:30,1483049255,HRIS,Overhead Expenses:Administration:Backoffice Technology:HRIS,true,3,Expense,6600.05,HRIS,0.0,0.0,None,"{'ListID': '800002BB-1483048831', 'FullName': 'Overhead Expenses:Administration:Backoffice Technology'}",,
65,1F0000-1020931376,2002-05-09T13:32:56+05:30,2020-10-19T23:24:24+05:30,1483049356,"Web Hosting, Sharepoint and Sto","Overhead Expenses:Administration:Backoffice Technology:Web Hosting, Sharepoint and Sto",true,3,Expense,6600.06,"Web Hosting, Sharepoint and Storage",28646.66,28646.66,None,"{'ListID': '800002BB-1483048831', 'FullName': 'Overhead Expenses:Administration:Backoffice Technology'}",,
66,800002BD-1483049520,2016-12-30T03:42:00+05:30,2020-11-21T02:54:55+05:30,1483049520,Government Licenses & Fees,Overhead Expenses:Administration:Government Licenses & Fees,true,2,Expense,6650.0,Government Licenses & Fees,579.0,111207.72,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
67,5A0000-1031443009,2002-09-08T05:26:49+05:30,2019-03-13T21:45:29+05:30,1483049629,LLC Fees,Overhead Expenses:Administration:Government Licenses & Fees:LLC Fees,true,3,Expense,6650.01,LLC Fees,99042.94,99042.94,None,"{'ListID': '800002BD-1483049520', 'FullName': 'Overhead Expenses:Administration:Government Licenses & Fees'}",,
68,260000-1020931376,2002-05-09T13:32:56+05:30,2019-10-31T23:56:41+05:30,1483049722,Business Licenses,Overhead Expenses:Administration:Government Licenses & Fees:Business Licenses,true,3,Expense,6650.02,Business Licenses,11439.15,11439.15,None,"{'ListID': '800002BD-1483049520', 'FullName': 'Overhead Expenses:Administration:Government Licenses & Fees'}",,
69,800001F0-1280971709,2010-08-05T06:58:29+05:30,2017-06-03T00:38:17+05:30,1483049842,Penalties,Overhead Expenses:Administration:Government Licenses & Fees:Penalties,true,3,Expense,6650.03,Penalties,146.63,146.63,None,"{'ListID': '800002BD-1483049520', 'FullName': 'Overhead Expenses:Administration:Government Licenses & Fees'}",,
70,B0000-1020931376,2002-05-09T13:32:56+05:30,2020-12-19T02:55:01+05:30,1483051247,"Office Supplies, Postage & Othe","Overhead Expenses:Administration:Office Supplies, Postage & Othe",true,2,Expense,6750.0,"Office Supplies, Postage & Other",135625.62,135625.62,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
71,800001EB-1264483046,2010-01-26T10:47:26+05:30,2020-12-15T16:55:14+05:30,1483051338,Bad Debt Expense,Overhead Expenses:Administration:Bad Debt Expense,true,2,Expense,6800.0,,518547.51,518547.51,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
72,1D0000-1020931376,2002-05-09T13:32:56+05:30,2019-12-20T12:41:49+05:30,1483051408,Contributions,Overhead Expenses:Administration:Contributions,true,2,Expense,6850.0,Contributions,14655.14,14655.14,None,"{'ListID': '20000-1020931349', 'FullName': 'Overhead Expenses:Administration'}",,
73,40000-1020931376,2002-05-09T13:32:56+05:30,2009-10-26T02:54:59+05:30,1020931376,Opening Bal Equity,Opening Bal Equity,true,0,Equity,3000.0,,0.0,0.0,Financing,,OpeningBalanceEquity,
74,490000-1025690570,2002-07-03T15:32:50+05:30,2008-03-06T22:29:08+05:30,1204822748,Owners Equity,Owners Equity,true,0,Equity,3100.0,Owners Equity,0.0,5738994.87,Financing,,,
75,4B0000-1025690638,2002-07-03T15:33:58+05:30,2020-02-21T21:43:39+05:30,1204822796,John Hoff Equity,Owners Equity:John Hoff Equity,true,1,Equity,3100.01,John Hoff Equity,2429828.05,2429828.05,Financing,"{'ListID': '490000-1025690570', 'FullName': 'Owners Equity'}",,
76,4A0000-1025690605,2002-07-03T15:33:25+05:30,2020-02-21T21:43:39+05:30,1204822807,Ron Enge Equity,Owners Equity:Ron Enge Equity,true,1,Equity,3100.02,Ron Enge Equity,2436830.06,2436830.06,Financing,"{'ListID': '490000-1025690570', 'FullName': 'Owners Equity'}",,
77,1880000-1176015534,2007-04-08T12:28:54+05:30,2020-02-21T21:43:39+05:30,1204822784,Gary Aubin Equity,Owners Equity:Gary Aubin Equity,true,1,Equity,3100.04,Gary Aubin Equity,405718.24,405718.24,Financing,"{'ListID': '490000-1025690570', 'FullName': 'Owners Equity'}",,
78,1B50000-1204822879,2008-03-06T22:31:19+05:30,2020-02-26T13:18:22+05:30,1204822879,Dave Gora Equity,Owners Equity:Dave Gora Equity,true,1,Equity,3100.05,,466618.52,466618.52,Financing,"{'ListID': '490000-1025690570', 'FullName': 'Owners Equity'}",,
79,4C0000-1025690694,2002-07-03T15:34:54+05:30,2012-06-19T00:40:36+05:30,1204823016,Owners Equity Draw,Owners Equity Draw,true,0,Equity,3110.0,Owners Equity Draw,0.0,-5502318.78,Financing,,,
80,1B90000-1204827599,2008-03-06T23:49:59+05:30,2020-11-21T02:43:27+05:30,1204827599,John Hoff Draw,Owners Equity Draw:John Hoff Draw,true,1,Equity,3110.01,,-2220696.21,-2220696.21,Financing,"{'ListID': '4C0000-1025690694', 'FullName': 'Owners Equity Draw'}",,
81,1BA0000-1204827630,2008-03-06T23:50:30+05:30,2020-12-12T01:16:18+05:30,1204827630,Ron Enge Draw,Owners Equity Draw:Ron Enge Draw,true,1,Equity,3110.02,,-2213178.98,-2213178.98,Financing,"{'ListID': '4C0000-1025690694', 'FullName': 'Owners Equity Draw'}",,
