,ListID,TimeCreated,TimeModified,EditSequence,Name,FullName,IsActive,Sublevel,AccountType,AccountNumber,Desc,Balance,TotalBalance,CashFlowClassification,ParentRef,SpecialAccountType,BankNumber
208,800002F7-1565289617,2019-08-09T00:10:17+05:30,2020-06-08T23:34:07+05:30,1565289617,Brijesh Patel,Employee Advances:Brijesh Patel,true,1,OtherCurrentAsset,1260.2,,0.0,0.0,Operating,"{'ListID': '160000-1020931376', 'FullName': 'Employee Advances'}",,
209,530001-1042652497,2003-01-15T23:11:37+05:30,2010-08-04T03:30:07+05:30,1224606348,Loans to Affiliates,Loans to Affiliates,true,0,OtherCurrentAsset,1280.0,Loans,0.0,227770.54,Operating,,,
210,1AA0000-1201305360,2008-01-26T05:26:00+05:30,2020-09-26T01:00:50+05:30,1204755590,Epic Technology Consulting LLC,Loans to Affiliates:Epic Technology Consulting LLC,true,1,OtherCurrentAsset,1280.01,,-702617.0,-702617.0,Operating,"{'ListID': '530001-1042652497', 'FullName': 'Loans to Affiliates'}",,
211,1830000-1175000696,2007-03-27T18:34:56+05:30,2020-12-11T02:10:07+05:30,1204755610,Topline Loans,Loans to Affiliates:Topline Loans,true,1,OtherCurrentAsset,1280.02,Topline Loans,930387.54,930387.54,Operating,"{'ListID': '530001-1042652497', 'FullName': 'Loans to Affiliates'}",,
212,80000242-1357579339,2013-01-07T22:52:19+05:30,2017-12-05T02:54:02+05:30,1357579339,Lynn Denning Loan,Loans to Affiliates:Lynn Denning Loan,true,1,OtherCurrentAsset,1280.13,Balance represents unreimbursed purchase of Denning Products LLC inventory upon liquidation of that entity. Lynn to repay loan as stock is sold by her new business venture,0.0,0.0,Operating,"{'ListID': '530001-1042652497', 'FullName': 'Loans to Affiliates'}",,
213,830000-1036341292,2002-11-03T22:04:52+05:30,2019-06-15T17:12:53+05:30,1204757445,Prepaid Expenses,Prepaid Expenses,true,0,OtherCurrentAsset,1300.0,Prepaid Expenses,0.0,43411.01,Operating,,,
214,5C0000-1032025244,2002-09-14T23:10:44+05:30,2019-11-08T10:25:58+05:30,1204757526,Prepaid Insurance,Prepaid Expenses:Prepaid Insurance,true,1,OtherCurrentAsset,1310.0,Prepaid Insurance,0.0,36947.04,Operating,"{'ListID': '830000-1036341292', 'FullName': 'Prepaid Expenses'}",,
215,F30000-1081619348,2004-04-10T23:19:08+05:30,2016-01-09T03:45:13+05:30,1360705580,Prepaid MED-AFLAC,Prepaid Expenses:Prepaid Insurance:Prepaid MED-AFLAC,true,2,OtherCurrentAsset,1310.03,Prepaid MED-AFLAC,0.0,0.0,Operating,"{'ListID': '5C0000-1032025244', 'FullName': 'Prepaid Expenses:Prepaid Insurance'}",,
216,D50000-1071766780,2003-12-18T22:29:40+05:30,2019-11-26T14:32:55+05:30,1204757649,Prepaid MED-Dental Insurance,Prepaid Expenses:Prepaid Insurance:Prepaid MED-Dental Insurance,true,2,OtherCurrentAsset,1310.04,Prepaid Dental Insurance,0.0,0.0,Operating,"{'ListID': '5C0000-1032025244', 'FullName': 'Prepaid Expenses:Prepaid Insurance'}",,
217,D40000-1071766751,2003-12-18T22:29:11+05:30,2019-11-26T14:32:55+05:30,1204757730,Prepaid MED-Medical Insurance,Prepaid Expenses:Prepaid Insurance:Prepaid MED-Medical Insurance,true,2,OtherCurrentAsset,1310.05,Prepaid Medical Insurance,0.0,0.0,Operating,"{'ListID': '5C0000-1032025244', 'FullName': 'Prepaid Expenses:Prepaid Insurance'}",,
218,D60000-1071766802,2003-12-18T22:30:02+05:30,2019-11-26T14:32:55+05:30,1204757748,Prepaid MED-Vision Insurance,Prepaid Expenses:Prepaid Insurance:Prepaid MED-Vision Insurance,true,2,OtherCurrentAsset,1310.06,Prepaid Vision Insurance,0.0,0.0,Operating,"{'ListID': '5C0000-1032025244', 'FullName': 'Prepaid Expenses:Prepaid Insurance'}",,
219,D70000-1071766839,2003-12-18T22:30:39+05:30,2020-12-17T00:30:37+05:30,1204757823,Prepaid Professional Liab Ins.,Prepaid Expenses:Prepaid Insurance:Prepaid Professional Liab Ins.,true,2,OtherCurrentAsset,1310.09,Prepaid Professional Liab Ins,37067.68,37067.68,Operating,"{'ListID': '5C0000-1032025244', 'FullName': 'Prepaid Expenses:Prepaid Insurance'}",,
220,D90000-1071766888,2003-12-18T22:31:28+05:30,2020-12-08T04:22:23+05:30,1204757547,Prepaid Workers Comp Ins.,Prepaid Expenses:Prepaid Insurance:Prepaid Workers Comp Ins.,true,2,OtherCurrentAsset,1310.11,Prepaid Workers Comp Ins.,-120.64,-120.64,Operating,"{'ListID': '5C0000-1032025244', 'FullName': 'Prepaid Expenses:Prepaid Insurance'}",,
221,8000025C-1391893511,2014-02-09T02:35:11+05:30,2020-12-08T04:22:23+05:30,1391893511,Prepaid CRM Fees,Prepaid Expenses:Prepaid CRM Fees,true,1,OtherCurrentAsset,1325.0,,-2697.0,-2697.0,Operating,"{'ListID': '830000-1036341292', 'FullName': 'Prepaid Expenses'}",,
222,80000238-1340288897,2012-06-21T19:58:17+05:30,2020-12-08T04:22:23+05:30,1340288897,Prepaid PSA Services,Prepaid Expenses:Prepaid PSA Services,true,1,OtherCurrentAsset,1330.0,,9160.97,9160.97,Operating,"{'ListID': '830000-1036341292', 'FullName': 'Prepaid Expenses'}",,
223,80000268-1418619049,2014-12-15T10:20:49+05:30,2018-01-14T00:52:16+05:30,1418619049,Prepaid Professional Services,Prepaid Expenses:Prepaid Professional Services,true,1,OtherCurrentAsset,1335.0,,0.0,0.0,Operating,"{'ListID': '830000-1036341292', 'FullName': 'Prepaid Expenses'}",,
224,80000247-1365951741,2013-04-14T20:32:21+05:30,2013-10-07T22:42:36+05:30,1365951741,Prepaid Recruiting Fees,Prepaid Expenses:Prepaid Recruiting Fees,true,1,OtherCurrentAsset,1340.0,,0.0,0.0,Operating,"{'ListID': '830000-1036341292', 'FullName': 'Prepaid Expenses'}",,
225,3C0001-1023090085,2002-06-03T13:11:25+05:30,2008-03-06T03:56:54+05:30,1204756014,Retentions,Retentions,true,0,OtherCurrentAsset,1350.0,Retentions,0.0,0.0,Operating,,,
226,470000-1024893389,2002-06-24T10:06:29+05:30,2020-12-18T02:55:37+05:30,1024893389,Undeposited Funds,Undeposited Funds,true,0,OtherCurrentAsset,1499.0,,600.0,600.0,NotApplicable,,UndepositedFunds,
227,1B20000-1204759870,2008-03-06T05:01:10+05:30,2015-12-29T02:00:28+05:30,1204759870,Fixed Assets,Fixed Assets,true,0,FixedAsset,1500.0,,0.0,52719.44,Investing,,,
228,550000-1029090285,2002-08-11T23:54:45+05:30,2016-01-26T06:14:17+05:30,1204759884,Computer Equipment,Fixed Assets:Computer Equipment,true,1,FixedAsset,1510.0,Computer Equipment,0.0,0.0,Investing,"{'ListID': '1B20000-1204759870', 'FullName': 'Fixed Assets'}",,
229,80000263-1396384927,2014-04-02T02:12:07+05:30,2017-06-10T20:49:34+05:30,1396384993,Aubin MacBook Pro,Fixed Assets:Computer Equipment:Aubin MacBook Pro,true,2,FixedAsset,54.0,Apple Mac Pro Book purchased 2/23/14,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
230,80000264-1396384959,2014-04-02T02:12:39+05:30,2017-06-10T20:49:34+05:30,1412015890,Aubin Mac Book Pro Depr,Fixed Assets:Computer Equipment:Aubin Mac Book Pro Depr,true,2,FixedAsset,54.1,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
231,80000265-1412015957,2014-09-30T00:09:17+05:30,2018-10-16T20:45:30+05:30,1412015957,Hoff - Apple Computer,Fixed Assets:Computer Equipment:Hoff - Apple Computer,true,2,FixedAsset,55.0,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
232,80000266-1412016022,2014-09-30T00:10:22+05:30,2018-10-16T20:45:30+05:30,1412016022,Hoff - Apple Computer Depr,Fixed Assets:Computer Equipment:Hoff - Apple Computer Depr,true,2,FixedAsset,55.1,Purchase 2014,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
233,80000278-1424107318,2015-02-16T22:51:58+05:30,2018-10-16T20:45:30+05:30,1424107318,Harper - Apple Computer,Fixed Assets:Computer Equipment:Harper - Apple Computer,true,2,FixedAsset,56.0,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
234,80000279-1424107348,2015-02-16T22:52:28+05:30,2018-10-16T20:45:30+05:30,1424107348,Harper Apple Computer - Depr,Fixed Assets:Computer Equipment:Harper Apple Computer - Depr,true,2,FixedAsset,56.1,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
235,8000027E-1427825778,2015-03-31T23:46:18+05:30,2018-10-16T20:45:30+05:30,1427825778,Zimmerman-Dell PC,Fixed Assets:Computer Equipment:Zimmerman-Dell PC,true,2,FixedAsset,57.0,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
236,8000027F-1427825804,2015-03-31T23:46:44+05:30,2018-10-16T20:45:30+05:30,1427825824,Zimmerman Dell PC - Depr,Fixed Assets:Computer Equipment:Zimmerman Dell PC - Depr,true,2,FixedAsset,57.1,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
237,80000281-1437683078,2015-07-24T01:54:38+05:30,2018-10-16T20:45:30+05:30,1440452830,CSharpshair_ThinkPad T450s,Fixed Assets:Computer Equipment:CSharpshair_ThinkPad T450s,true,2,FixedAsset,58.0,Levono ThinkPad T450s Ultrabook purchased 7/23/15,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
238,80000282-1437683124,2015-07-24T01:55:24+05:30,2018-10-16T20:45:30+05:30,1437683124,CSharpshair-ThinkPad Depr,Fixed Assets:Computer Equipment:CSharpshair-ThinkPad Depr,true,2,FixedAsset,58.1,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
239,8000028B-1451334478,2015-12-29T01:57:58+05:30,2019-04-07T02:20:21+05:30,1451334500,IJohal_Laptop Cost,Fixed Assets:Computer Equipment:IJohal_Laptop Cost,true,2,FixedAsset,61.0,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
240,8000028C-1451334539,2015-12-29T01:58:59+05:30,2019-04-07T02:20:21+05:30,1451334539,IJohal_Laptop Depr,Fixed Assets:Computer Equipment:IJohal_Laptop Depr,true,2,FixedAsset,61.1,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
241,11C0000-1108109865,2005-02-11T13:47:45+05:30,2008-03-06T05:01:40+05:30,1204759900,Autos,Fixed Assets:Autos,true,1,FixedAsset,1520.0,Autos,0.0,52719.44,Investing,"{'ListID': '1B20000-1204759870', 'FullName': 'Fixed Assets'}",,
242,800001C7-1215131675,2008-07-04T06:04:35+05:30,2019-03-11T22:39:00+05:30,1215131675,Gora Auto Cost,Fixed Assets:Autos:Gora Auto Cost,true,2,FixedAsset,1021.0,,0.0,0.0,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
243,800001C8-1215131762,2008-07-04T06:06:02+05:30,2019-03-11T22:39:00+05:30,1316617490,Gora Auto Acc Dep,Fixed Assets:Autos:Gora Auto Acc Dep,true,2,FixedAsset,1021.1,,0.0,0.0,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
244,80000294-1473302102,2016-09-08T08:05:02+05:30,2016-09-08T08:07:28+05:30,1473302124,Enge Auto Cost - 2017 Hyundai,Fixed Assets:Autos:Enge Auto Cost - 2017 Hyundai,true,2,FixedAsset,1026.0,,56842.95,56842.95,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
245,80000295-1473302186,2016-09-08T08:06:26+05:30,2020-12-08T04:22:23+05:30,1473302211,Enge Auto Acc Depr - 2017 Hy,Fixed Assets:Autos:Enge Auto Acc Depr - 2017 Hy,true,2,FixedAsset,1026.1,,-50130.6,-50130.6,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
246,800002E0-1510681470,2017-11-14T23:14:30+05:30,2017-11-14T23:39:09+05:30,1510681532,Aubin Auto Cost 2018 Subaru,Fixed Assets:Autos:Aubin Auto Cost 2018 Subaru,true,2,FixedAsset,1027.0,4S4BSETC5J3254269,40281.76,40281.76,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
247,800002E1-1510681608,2017-11-14T23:16:48+05:30,2020-12-08T04:22:23+05:30,1510681608,Aubin Accum Depr 2018 Subaru,Fixed Assets:Autos:Aubin Accum Depr 2018 Subaru,true,2,FixedAsset,1027.1,,-25511.68,-25511.68,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
248,800002E2-1512342266,2017-12-04T04:34:26+05:30,2017-12-04T05:25:48+05:30,1512342357,Hoff 2017 Range Rover,Fixed Assets:Autos:Hoff 2017 Range Rover,true,2,FixedAsset,1028.0,,85192.07,85192.07,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
249,800002E3-1512342304,2017-12-04T04:35:04+05:30,2020-12-08T04:22:23+05:30,1512342389,Hoff 2017 Range Rover Accum Dep,Fixed Assets:Autos:Hoff 2017 Range Rover Accum Dep,true,2,FixedAsset,1028.1,,-53955.06,-53955.06,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
250,1420000-1131550897,2005-11-09T21:11:37+05:30,2011-01-21T05:40:16+05:30,1204820329,Furniture & Fixtures,Fixed Assets:Furniture & Fixtures,true,1,FixedAsset,1550.0,Other Fixed Assets,0.0,0.0,Investing,"{'ListID': '1B20000-1204759870', 'FullName': 'Fixed Assets'}",,
